A,Quantity,Transaction,Store,Product
37829,4,114041,6,Toothpaste
37830,3,114041,6,Toothpaste
37831,1,114041,6,Toothpaste
37832,4,114041,6,Toothpaste
37833,3,114041,6,Toothpaste
37834,3,114041,6,Candy Bar
37835,4,114041,6,Candy Bar
37836,4,114041,6,Candy Bar
37837,1,114041,6,Candy Bar
37838,1,114041,6,Candy Bar
37839,4,114041,6,Candy Bar
37840,4,114041,6,Candy Bar
37841,4,114041,6,Candy Bar
37842,1,114041,6,Candy Bar
37843,3,114041,6,Candy Bar
37844,3,114041,6,Candy Bar
37845,4,114041,6,Candy Bar
37846,4,114041,6,Candy Bar
37847,1,114041,6,Candy Bar
37848,3,114041,6,Candy Bar
37849,3,114041,6,Candy Bar
37850,3,114041,6,Candy Bar
37851,4,114041,6,Candy Bar
37852,4,114041,6,Candy Bar
37853,3,114041,6,Candy Bar
37854,4,114041,6,Candy Bar
37855,3,114041,6,Candy Bar
37856,1,114044,9,Candy Bar
37857,1,114044,9,Candy Bar
37858,4,114044,9,Candy Bar
37859,1,114044,9,Candy Bar
37860,4,114044,9,Candy Bar
37861,1,114044,9,Candy Bar
37862,1,114044,9,Toothpaste
37863,1,114044,9,Greeting Cards
37864,1,114044,9,Greeting Cards
37865,1,114044,9,Magazine
37866,1,114044,9,Magazine
37867,1,114044,9,Pencils
37868,3,114056,10,Shampoo
37869,1,114062,1,Shampoo
37870,1,114065,9,Perfume
37871,1,114074,7,Toothpaste
37872,1,114080,10,Pens
37873,1,114080,10,Perfume
37874,1,114080,10,Toothpaste
37875,1,114080,10,Toothpaste
37876,1,114080,10,Toothpaste
37877,1,114080,10,Toothpaste
37878,1,114080,10,Toothpaste
37879,1,114080,10,Toothpaste
37880,1,114080,10,Toothpaste
37881,1,114080,10,Magazine
37882,1,114080,10,Magazine
37883,1,114080,10,Magazine
37884,1,114080,10,Toothbrush
37885,1,114083,3,Pencils
37886,1,114083,3,Toothpaste
37887,17,114089,7,Candy Bar
37888,17,114089,7,Toothpaste
37889,17,114089,7,Pencils
37890,17,114095,2,Pencils
37891,17,114095,2,Toothpaste
37892,17,114095,2,Candy Bar
37893,17,114095,2,Candy Bar
37894,17,114095,2,Candy Bar
37895,17,114095,2,Candy Bar
37896,17,114098,2,Candy Bar
37897,17,114098,2,Candy Bar
37898,17,114098,2,Toothpaste
37899,17,114098,2,Toothpaste
37900,17,114098,2,Pencils
37901,17,114098,2,Pencils
37902,17,114101,10,Pencils
37903,17,114101,10,Pencils
37904,17,114101,10,Toothpaste
37905,17,114101,10,Toothpaste
37906,17,114101,10,Candy Bar
37907,17,114101,10,Candy Bar
37908,2,114107,9,Toothbrush
37909,3,114107,9,Toothbrush
37910,1,114107,9,Soap
37911,2,114107,9,Magazine
37912,1,114110,5,Soap
37913,1,114116,9,Pencils
37914,1,114116,9,Magazine
37915,1,114125,1,Magazine
37916,1,114125,1,Pencils
37917,1,114125,1,Pencils
37918,1,114125,1,Pencils
37919,1,114128,3,Candy Bar
37920,1,114128,3,Candy Bar
37921,1,114128,3,Greeting Cards
37922,12,114140,3,Toothbrush
37923,12,114143,8,Toothbrush
37924,2,114146,8,Toothbrush
37925,1,114146,8,Perfume
37926,1,114146,8,Perfume
37927,1,114149,2,Pens
37928,1,114152,2,Pens
37929,1,114152,2,Pens
37930,1,114155,3,Pens
37931,1,114170,3,Toothbrush
37932,1,114170,3,Soap
37933,2,114176,6,Wrapping Paper
37934,1,114185,2,Shampoo
37935,1,114185,2,Perfume
37936,2,114203,8,Toothbrush
37937,2,114212,1,Pens
37938,2,114212,1,Pens
37939,1,114221,6,Markers
37940,1,114221,6,Markers
37941,2,114224,1,Pens
37942,1,114236,5,Pens
37943,1,114236,5,Soap
37944,1,114239,7,Wrapping Paper
37945,1,114242,5,Toothbrush
37946,2,114245,1,Wrapping Paper
37947,2,114245,1,Wrapping Paper
37948,1,114245,1,Wrapping Paper
37949,1,114245,1,Wrapping Paper
37950,1,114245,1,Wrapping Paper
37951,1,114248,9,Wrapping Paper
37952,2,114251,3,Shampoo
37953,1,114263,7,Photo Processing
37954,1,114266,7,Candy Bar
37955,1,114281,10,Magazine
37956,1,114293,4,Toothpaste
37957,2,114299,8,Candy Bar
37958,2,114299,8,Candy Bar
37959,2,114299,8,Pencils
37960,4,114320,4,Pens
37961,2,114338,9,Pens
37962,1,114338,9,Pens
37963,1,114341,9,Greeting Cards
37964,1,114341,9,Candy Bar
37965,1,114347,10,Toothpaste
37966,1,114350,5,Pens
37967,9,114350,5,Pens
37968,1,114356,7,Magazine
37969,1,114359,9,Photo Processing
37970,2,114368,2,Magazine
37971,1,114368,2,Photo Processing
37972,1,114368,2,Photo Processing
37973,1,114368,2,Photo Processing
37974,3,114374,5,Pens
37975,1,114383,1,Soap
37976,12,114386,7,Toothpaste
37977,9,114398,8,Magazine
37978,10,114398,8,Magazine
37979,6,114401,10,Magazine
37980,3,114401,10,Magazine
37981,3,114401,10,Magazine
37982,3,114404,7,Magazine
37983,6,114419,5,Magazine
37984,3,114419,5,Magazine
37985,9,114419,5,Magazine
37986,48,114419,5,Magazine
37987,9,114419,5,Magazine
37988,24,114419,5,Magazine
37989,6,114419,5,Magazine
37990,33,114419,5,Magazine
37991,1,114431,5,Pens
37992,1,114434,5,Photo Processing
37993,1,114434,5,Candy Bar
37994,1,114434,5,Candy Bar
37995,2,114458,10,Photo Processing
37996,1,114461,8,Perfume
37997,2,114464,8,Pain Reliever
37998,1,114467,5,Perfume
37999,2,114467,5,Perfume
38000,1,114467,5,Magazine
38001,2,114470,9,Shampoo
38002,2,114470,9,Shampoo
38003,2,114470,9,Shampoo
38004,1,114470,9,Candy Bar
38005,1,114470,9,Candy Bar
38006,2,114470,9,Toothpaste
38007,2,114470,9,Toothpaste
38008,2,114470,9,Toothpaste
38009,2,114470,9,Toothpaste
38010,1,114470,9,Photo Processing
38011,1,114470,9,Photo Processing
38012,2,114476,8,Magazine
38013,2,114476,8,Magazine
38014,1,114476,8,Magazine
38015,1,114476,8,Magazine
38016,2,114479,5,Toothpaste
38017,1,114485,8,Toothpaste
38018,1,114485,8,Candy Bar
38019,1,114485,8,Candy Bar
38020,1,114485,8,Candy Bar
38021,1,114485,8,Candy Bar
38022,1,114497,10,Magazine
38023,2,114506,2,Pencils
38024,1,114506,2,Pencils
38025,2,114506,2,Greeting Cards
38026,1,114506,2,Magazine
38027,2,114521,6,Greeting Cards
38028,2,114521,6,Greeting Cards
38029,1,114524,6,Toothpaste
38030,1,114524,6,Toothpaste
38031,2,114524,6,Toothpaste
38032,1,114524,6,Toothpaste
38033,4,114524,6,Toothpaste
38034,1,114527,1,Toothpaste
38035,2,114527,1,Toothpaste
38036,1,114527,1,Toothpaste
38037,1,114527,1,Toothpaste
38038,1,114527,1,Toothpaste
38039,1,114533,8,Magazine
38040,1,114554,7,Greeting Cards
38041,1,114554,7,Greeting Cards
38042,1,114554,7,Greeting Cards
38043,1,114554,7,Magazine
38044,1,114560,3,Candy Bar
38045,20,114566,8,Toothbrush
38046,2,114566,8,Toothbrush
38047,2,114566,8,Shampoo
38048,3,114575,5,Toothbrush
38049,1,114581,6,Magazine
38050,1,114587,6,Perfume
38051,1,114590,3,Perfume
38052,1,114596,2,Pencils
38053,2,114602,6,Pencils
38054,6,114611,9,Candy Bar
38055,1,114623,8,Toothpaste
38056,5,114644,10,Pens
38057,1,114647,10,Bow
38058,1,114653,3,Magazine
38059,1,114653,3,Pencils
38060,1,114656,2,Pencils
38061,1,114659,9,Greeting Cards
38062,4,114662,2,Soap
38063,2,114665,5,Pencils
38064,2,114665,5,Pencils
38065,1,114677,3,Magazine
38066,2,114686,5,Pens
38067,2,114686,5,Magazine
38068,3,114689,9,Pens
38069,1,114695,5,Candy Bar
38070,1,114695,5,Toothpaste
38071,1,114698,7,Candy Bar
38072,2,114725,3,Toothbrush
38073,1,114731,10,Pencils
38074,1,114731,10,Greeting Cards
38075,1,114731,10,Greeting Cards
38076,5,114734,6,Greeting Cards
38077,2,114746,5,Pens
38078,1,114746,5,Pens
38079,1,114755,8,Toothpaste
38080,2,114755,8,Candy Bar
38081,1,114761,9,Shampoo
38082,1,114767,8,Pens
38083,1,114770,10,Pens
38084,1,114770,10,Pens
38085,1,114770,10,Pens
38086,2,114776,2,Candy Bar
38087,3,114776,2,Soap
38088,1,114779,2,Toothpaste
38089,1,114788,10,Candy Bar
38090,1,114800,4,Pens
38091,1,114800,4,Toothbrush
38092,2,114809,9,Toothbrush
38093,14,114809,9,Toothbrush
38094,1,114809,9,Soap
38095,1,114809,9,Soap
38096,1,114809,9,Magazine
38097,1,114809,9,Wrapping Paper
38098,1,114809,9,Wrapping Paper
38099,1,114809,9,Wrapping Paper
38100,3,114809,9,Wrapping Paper
38101,1,114809,9,Wrapping Paper
38102,1,114809,9,Wrapping Paper
38103,1,114809,9,Wrapping Paper
38104,1,114809,9,Bow
38105,1,114809,9,Bow
38106,1,114809,9,Bow
38107,1,114809,9,Bow
38108,4,114809,9,Bow
38109,1,114809,9,Bow
38110,1,114818,9,Magazine
38111,1,114821,3,Magazine
38112,1,114821,3,Markers
38113,1,114821,3,Markers
38114,1,114821,3,Markers
38115,1,114821,3,Markers
38116,1,114821,3,Markers
38117,1,114821,3,Markers
38118,1,114824,8,Magazine
38119,15,114842,6,Pens
38120,3,114845,1,Toothpaste
38121,1,114845,1,Pencils
38122,1,114845,1,Pencils
38123,1,114845,1,Pencils
38124,10,114848,6,Toothpaste
38125,1,114848,6,Perfume
38126,1,114854,9,Greeting Cards
38127,1,114854,9,Candy Bar
38128,1,114854,9,Toothpaste
38129,3,114869,10,Candy Bar
38130,3,114869,10,Candy Bar
38131,5,114869,10,Magazine
38132,3,114869,10,Toothpaste
38133,8,114872,7,Pencils
38134,1,114881,7,Candy Bar
38135,15,114881,7,Candy Bar
38136,1,114881,7,Candy Bar
38137,7,114881,7,Candy Bar
38138,1,114881,7,Candy Bar
38139,15,114881,7,Pens
38140,8,114881,7,Toothbrush
38141,3,114881,7,Toothbrush
38142,10,114881,7,Toothbrush
38143,3,114881,7,Magazine
38144,1,114881,7,Magazine
38145,8,114881,7,Magazine
38146,2,114881,7,Shampoo
38147,1,114881,7,Wrapping Paper
38148,2,114881,7,Wrapping Paper
38149,1,114881,7,Wrapping Paper
38150,1,114908,8,Toothpaste
38151,4,114908,8,Toothpaste
38152,1,114908,8,Toothpaste
38153,1,114908,8,Pencils
38154,1,114908,8,Pencils
38155,1,114908,8,Pencils
38156,1,114908,8,Magazine
38157,1,114908,8,Greeting Cards
38158,1,114908,8,Greeting Cards
38159,1,114914,10,Greeting Cards
38160,200,114914,10,Pens
38161,1,114914,10,Pencils
38162,1,114917,3,Greeting Cards
38163,20,114923,1,Greeting Cards
38164,1,114923,1,Wrapping Paper
38165,3,114935,4,Pens
38166,1,114938,8,Pens
38167,3,114938,8,Candy Bar
38168,15,114941,10,Candy Bar
38169,1,114941,10,Pencils
38170,1,114944,7,Photo Processing
38171,1,114950,7,Greeting Cards
38172,1,114950,7,Pencils
38173,10,114956,9,Magazine
38174,2,114959,4,Pens
38175,5,114959,4,Wrapping Paper
38176,2,114965,7,Pencils
38177,2,114965,7,Greeting Cards
38178,2,114974,8,Candy Bar
38179,8,114977,6,Pens
38180,1,114977,6,Shampoo
38181,1,114977,6,Shampoo
38182,1,114977,6,Shampoo
38183,20,114977,6,Toothbrush
38184,1,114983,8,Toothpaste
38185,1,114986,3,Wrapping Paper
38186,1,114992,8,Greeting Cards
38187,2,114995,5,Pencils
38188,1,114998,4,Toothpaste
38189,2,115001,9,Toothpaste
38190,2,115001,9,Candy Bar
38191,2,115001,9,Candy Bar
38192,2,115001,9,Candy Bar
38193,1,115010,5,Magazine
38194,4,115013,2,Pens
38195,1,115019,7,Pens
38196,1,115022,5,Pain Reliever
38197,6,115025,1,Pencils
38198,3,115028,10,Toothbrush
38199,3,115028,10,Toothbrush
38200,1,115028,10,Bow
38201,1,115028,10,Wrapping Paper
38202,3,115028,10,Shampoo
38203,3,115028,10,Shampoo
38204,15,115031,7,Shampoo
38205,1,115031,7,Prescription Med
38206,1,115031,7,Prescription Med
38207,1,115031,7,Prescription Med
38208,1,115031,7,Prescription Med
38209,1,115031,7,Prescription Med
38210,1,115031,7,Prescription Med
38211,1,115031,7,Bow
38212,1,115031,7,Bow
38213,1,115031,7,Bow
38214,7,115031,7,Bow
38215,1,115031,7,Bow
38216,1,115031,7,Bow
38217,1,115040,1,Toothpaste
38218,2,115040,1,Soap
38219,1,115064,7,Candy Bar
38220,1,115064,7,Magazine
38221,1,115073,10,Candy Bar
38222,1,115076,7,Toothpaste
38223,1,115076,7,Greeting Cards
38224,1,115076,7,Pencils
38225,3,115088,5,Pain Reliever
38226,8,115094,5,Pens
38227,3,115097,8,Bow
38228,1,115100,1,Toothpaste
38229,1,115103,5,Greeting Cards
38230,2,115103,5,Greeting Cards
38231,2,115109,4,Greeting Cards
38232,2,115109,4,Greeting Cards
38233,2,115109,4,Greeting Cards
38234,1,115121,7,Pens
38235,3,115121,7,Pens
38236,1,115133,10,Pencils
38237,2,115136,9,Pencils
38238,1,115148,3,Pens
38239,1,115160,4,Bow
38240,1,115160,4,Toothpaste
38241,2,115160,4,Perfume
38242,1,115160,4,Magazine
38243,3,115163,5,Magazine
38244,1,115163,5,Magazine
38245,2,115163,5,Magazine
38246,3,115163,5,Pens
38247,2,115163,5,Perfume
38248,1,115169,5,Candy Bar
38249,1,115169,5,Photo Processing
38250,1,115172,5,Pens
38251,2,115178,3,Candy Bar
38252,1,115181,6,Candy Bar
38253,1,115181,6,Candy Bar
38254,1,115181,6,Toothpaste
38255,1,115181,6,Pencils
38256,1,115184,6,Pencils
38257,1,115184,6,Candy Bar
38258,2,115190,9,Magazine
38259,1,115205,3,Magazine
38260,5,115205,3,Magazine
38261,1,115208,10,Candy Bar
38262,1,115211,7,Candy Bar
38263,1,115211,7,Magazine
38264,2,115214,2,Greeting Cards
38265,2,115226,4,Perfume
38266,19,115232,8,Toothbrush
38267,1,115235,7,Magazine
38268,1,115238,5,Photo Processing
38269,1,115238,5,Photo Processing
38270,1,115241,4,Photo Processing
38271,5,115253,7,Pens
38272,3,115262,3,Shampoo
38273,1,115265,9,Wrapping Paper
38274,1,115268,5,Pens
38275,1,115277,3,Candy Bar
38276,5,115277,3,Candy Bar
38277,1,115277,3,Toothpaste
38278,5,115277,3,Toothpaste
38279,1,115277,3,Toothpaste
38280,1,115280,10,Toothpaste
38281,9,115280,10,Greeting Cards
38282,4,115280,10,Candy Bar
38283,1,115286,10,Toothpaste
38284,4,115289,2,Toothpaste
38285,1,115292,4,Toothpaste
38286,1,115292,4,Candy Bar
38287,1,115298,8,Pain Reliever
38288,9,115301,3,Pain Reliever
38289,4,115313,8,Photo Processing
38290,1,115313,8,Photo Processing
38291,1,115313,8,Photo Processing
38292,1,115313,8,Photo Processing
38293,3,115313,8,Magazine
38294,3,115322,2,Magazine
38295,3,115322,2,Magazine
38296,3,115328,2,Perfume
38297,1,115331,10,Perfume
38298,1,115337,6,Pens
38299,5,115346,10,Pens
38300,1,115349,3,Soap
38301,2,115349,3,Soap
38302,1,115349,3,Soap
38303,1,115349,3,Soap
38304,11,115349,3,Toothbrush
38305,8,115349,3,Perfume
38306,1,115355,4,Toothpaste
38307,1,115361,5,Pencils
38308,1,115370,2,Pens
38309,2,115373,8,Shampoo
38310,2,115373,8,Shampoo
38311,2,115373,8,Shampoo
38312,1,115373,8,Photo Processing
38313,1,115373,8,Photo Processing
38314,4,115373,8,Photo Processing
38315,6,115382,10,Magazine
38316,1,115382,10,Shampoo
38317,1,115382,10,Shampoo
38318,1,115382,10,Shampoo
38319,1,115382,10,Photo Processing
38320,1,115388,9,Wrapping Paper
38321,1,115388,9,Wrapping Paper
38322,2,115388,9,Wrapping Paper
38323,2,115394,8,Pain Reliever
38324,2,115403,5,Toothpaste
38325,2,115403,5,Candy Bar
38326,1,115409,3,Candy Bar
38327,1,115412,5,Pens
38328,5,115412,5,Pens
38329,3,115412,5,Pens
38330,2,115412,5,Pens
38331,1,115415,3,Pens
38332,1,115418,5,Pens
38333,1,115433,5,Pens
38334,6,115442,5,Perfume
38335,4,115442,5,Magazine
38336,2,115442,5,Toothpaste
38337,2,115442,5,Toothpaste
38338,4,115445,1,Toothpaste
38339,2,115457,4,Toothpaste
38340,2,115460,9,Magazine
38341,2,115460,9,Perfume
38342,1,115463,4,Pens
38343,2,115469,7,Pain Reliever
38344,1,115496,8,Candy Bar
38345,1,115496,8,Candy Bar
38346,1,115496,8,Magazine
38347,2,115502,3,Greeting Cards
38348,2,115502,3,Greeting Cards
38349,3,115502,3,Pencils
38350,2,115511,6,Perfume
38351,2,115511,6,Magazine
38352,1,115514,8,Toothbrush
38353,3,115520,1,Toothbrush
38354,2,115520,1,Perfume
38355,9,115520,1,Toothbrush
38356,1,115523,2,Magazine
38357,1,115523,2,Magazine
38358,1,115523,2,Greeting Cards
38359,1,115523,2,Greeting Cards
38360,1,115523,2,Greeting Cards
38361,2,115535,3,Toothpaste
38362,1,115538,4,Pencils
38363,1,115541,9,Toothpaste
38364,1,115541,9,Toothpaste
38365,1,115541,9,Pencils
38366,1,115544,3,Magazine
38367,3,115547,5,Photo Processing
38368,2,115553,9,Magazine
38369,2,115553,9,Magazine
38370,1,115553,9,Magazine
38371,2,115553,9,Pens
38372,1,115553,9,Toothpaste
38373,1,115553,9,Candy Bar
38374,1,115556,10,Toothpaste
38375,2,115559,6,Candy Bar
38376,2,115559,6,Greeting Cards
38377,1,115562,2,Candy Bar
38378,1,115565,8,Candy Bar
38379,1,115568,10,Toothpaste
38380,1,115568,10,Toothpaste
38381,1,115568,10,Toothpaste
38382,1,115577,1,Magazine
38383,1,115580,6,Magazine
38384,1,115583,4,Pencils
38385,1,115586,9,Magazine
38386,1,115586,9,Wrapping Paper
38387,2,115586,9,Soap
38388,1,115595,2,Wrapping Paper
38389,1,115604,3,Magazine
38390,1,115604,3,Photo Processing
38391,1,115604,3,Photo Processing
38392,1,115607,10,Pens
38393,1,115607,10,Pens
38394,1,115607,10,Pens
38395,1,115607,10,Pens
38396,1,115613,9,Magazine
38397,1,115619,3,Photo Processing
38398,2,115622,1,Toothpaste
38399,6,115622,1,Toothpaste
38400,2,115622,1,Toothpaste
38401,16,115622,1,Toothpaste
38402,2,115622,1,Toothpaste
38403,16,115622,1,Toothpaste
38404,2,115622,1,Toothpaste
38405,1,115622,1,Toothpaste
38406,16,115622,1,Greeting Cards
38407,2,115622,1,Greeting Cards
38408,2,115631,9,Greeting Cards
38409,2,115637,5,Photo Processing
38410,1,115640,4,Pens
38411,1,115652,6,Magazine
38412,1,115655,10,Photo Processing
38413,1,115667,9,Pens
38414,1,115667,9,Magazine
38415,4,115673,4,Toothbrush
38416,6,115685,8,Magazine
38417,1,115685,8,Magazine
38418,2,115685,8,Candy Bar
38419,4,115685,8,Candy Bar
38420,1,115685,8,Pens
38421,4,115685,8,Greeting Cards
38422,1,115685,8,Toothpaste
38423,6,115688,6,Candy Bar
38424,1,115688,6,Pens
38425,2,115700,4,Magazine
38426,1,115703,4,Wrapping Paper
38427,1,115709,6,Pens
38428,10,115718,4,Toothbrush
38429,1,115727,6,Pens
38430,1,115730,10,Magazine
38431,2,115733,1,Toothbrush
38432,2,115733,1,Pens
38433,2,115733,1,Pens
38434,2,115736,9,Magazine
38435,1,115745,10,Bow
38436,2,115748,5,Pens
38437,2,115754,7,Pens
38438,1,115757,1,Wrapping Paper
38439,2,115760,1,Wrapping Paper
38440,1,115766,6,Photo Processing
38441,4,115769,7,Greeting Cards
38442,1,115769,7,Pencils
38443,5,115769,7,Candy Bar
38444,1,115769,7,Magazine
38445,1,115769,7,Photo Processing
38446,1,115769,7,Photo Processing
38447,2,115781,6,Magazine
38448,1,115784,8,Magazine
38449,1,115784,8,Magazine
38450,4,115784,8,Toothbrush
38451,1,115784,8,Shampoo
38452,1,115784,8,Shampoo
38453,1,115787,1,Photo Processing
38454,1,115808,4,Pencils
38455,1,115808,4,Candy Bar
38456,1,115808,4,Candy Bar
38457,1,115817,3,Greeting Cards
38458,1,115820,7,Pencils
38459,1,115823,8,Toothpaste
38460,1,115829,6,Pens
38461,1,115832,5,Magazine
38462,1,115832,5,Magazine
38463,1,115838,6,Candy Bar
38464,1,115841,3,Candy Bar
38465,1,115844,5,Candy Bar
38466,2,115844,5,Greeting Cards
38467,1,115844,5,Toothpaste
38468,1,115844,5,Toothpaste
38469,1,115844,5,Toothpaste
38470,1,115853,5,Greeting Cards
38471,1,115856,9,Greeting Cards
38472,2,115856,9,Greeting Cards
38473,1,115856,9,Greeting Cards
38474,1,115859,7,Greeting Cards
38475,1,115859,7,Greeting Cards
38476,1,115865,4,Magazine
38477,1,115865,4,Photo Processing
38478,2,115868,2,Wrapping Paper
38479,1,115880,8,Magazine
38480,2,115886,4,Perfume
38481,2,115886,4,Magazine
38482,1,115889,2,Magazine
38483,4,115889,2,Toothbrush
38484,1,115889,2,Bow
38485,2,115889,2,Bow
38486,1,115889,2,Bow
38487,2,115889,2,Bow
38488,1,115892,9,Bow
38489,1,115892,9,Bow
38490,2,115895,6,Bow
38491,4,115898,9,Toothbrush
38492,2,115898,9,Perfume
38493,6,115901,2,Perfume
38494,1,115901,2,Toothpaste
38495,1,115901,2,Toothpaste
38496,1,115901,2,Toothpaste
38497,1,115901,2,Toothpaste
38498,1,115913,8,Candy Bar
38499,1,115922,1,Bow
38500,1,115934,2,Pencils
38501,1,115934,2,Greeting Cards
38502,3,115937,7,Toothbrush
38503,1,115940,6,Perfume
38504,1,115943,3,Pencils
38505,2,115952,3,Toothpaste
38506,2,115952,3,Greeting Cards
38507,1,115955,7,Pens
38508,1,115955,7,Pens
38509,1,115964,1,Pencils
38510,1,115964,1,Pencils
38511,1,115976,5,Pencils
38512,1,115976,5,Pencils
38513,1,115976,5,Pencils
38514,1,115976,5,Pencils
38515,3,115979,2,Pencils
38516,3,115979,2,Pencils
38517,3,115979,2,Greeting Cards
38518,1,115982,6,Pencils
38519,1,115982,6,Toothpaste
38520,1,115988,7,Pencils
38521,2,115991,5,Pens
38522,2,115994,1,Pens
38523,1,115994,1,Magazine
38524,1,116000,2,Toothpaste
38525,2,116003,8,Toothpaste
38526,2,116003,8,Toothpaste
38527,2,116003,8,Toothpaste
38528,1,116003,8,Greeting Cards
38529,1,116009,2,Magazine
38530,1,116009,2,Magazine
38531,1,116009,2,Magazine
38532,1,116009,2,Candy Bar
38533,1,116009,2,Candy Bar
38534,1,116009,2,Toothpaste
38535,1,116012,1,Photo Processing
38536,1,116015,9,Toothpaste
38537,2,116015,9,Toothpaste
38538,2,116015,9,Toothpaste
38539,1,116021,9,Candy Bar
38540,1,116021,9,Magazine
38541,1,116024,2,Candy Bar
38542,1,116024,2,Candy Bar
38543,1,116024,2,Magazine
38544,1,116024,2,Greeting Cards
38545,1,116030,5,Magazine
38546,23,116030,5,Toothbrush
38547,1,116036,3,Shampoo
38548,1,116042,1,Pens
38549,1,116042,1,Shampoo
38550,4,116042,1,Perfume
38551,3,116042,1,Candy Bar
38552,1,116045,9,Pens
38553,1,116051,8,Magazine
38554,1,116054,2,Wrapping Paper
38555,2,116057,6,Greeting Cards
38556,1,116060,10,Photo Processing
38557,1,116060,10,Photo Processing
38558,4,116063,7,Shampoo
38559,1,116063,7,Shampoo
38560,1,116063,7,Magazine
38561,1,116066,8,Wrapping Paper
38562,2,116072,6,Pens
38563,1,116072,6,Photo Processing
38564,1,116075,1,Magazine
38565,1,116075,1,Greeting Cards
38566,1,116075,1,Greeting Cards
38567,1,116075,1,Greeting Cards
38568,1,116078,8,Pens
38569,1,116084,8,Toothpaste
38570,1,116087,5,Candy Bar
38571,1,116090,2,Toothpaste
38572,1,116093,4,Toothpaste
38573,1,116096,4,Candy Bar
38574,1,116099,7,Pens
38575,1,116105,10,Toothpaste
38576,1,116108,1,Candy Bar
38577,1,116108,1,Greeting Cards
38578,9,116114,1,Pens
38579,1,116120,3,Greeting Cards
38580,4,116123,7,Pens
38581,2,116123,7,Pens
38582,1,116126,10,Pens
38583,1,116129,8,Candy Bar
38584,2,116135,9,Pens
38585,3,116135,9,Pens
38586,2,116135,9,Shampoo
38587,1,116144,8,Candy Bar
38588,1,116147,6,Toothpaste
38589,3,116150,8,Candy Bar
38590,1,116156,2,Wrapping Paper
38591,1,116156,2,Wrapping Paper
38592,1,116156,2,Wrapping Paper
38593,1,116156,2,Wrapping Paper
38594,1,116156,2,Wrapping Paper
38595,1,116156,2,Wrapping Paper
38596,1,116156,2,Wrapping Paper
38597,1,116156,2,Wrapping Paper
38598,1,116156,2,Prescription Med
38599,1,116159,8,Wrapping Paper
38600,1,116162,5,Wrapping Paper
38601,4,116162,5,Pens
38602,2,116165,7,Wrapping Paper
38603,1,116174,4,Pencils
38604,1,116177,7,Toothpaste
38605,1,116183,8,Candy Bar
38606,1,116186,2,Candy Bar
38607,2,116189,3,Pencils
38608,1,116204,5,Toothpaste
38609,1,116204,5,Toothpaste
38610,1,116204,5,Toothpaste
38611,1,116204,5,Toothpaste
38612,1,116204,5,Toothpaste
38613,1,116204,5,Magazine
38614,1,116210,6,Greeting Cards
38615,1,116216,3,Magazine
38616,1,116219,3,Magazine
38617,2,116222,3,Toothbrush
38618,1,116225,9,Photo Processing
38619,1,116231,3,Photo Processing
38620,1,116231,3,Toothbrush
38621,2,116231,3,Magazine
38622,3,116231,3,Shampoo
38623,1,116231,3,Shampoo
38624,2,116246,10,Magazine
38625,2,116246,10,Pens
38626,2,116246,10,Pain Reliever
38627,2,116246,10,Pain Reliever
38628,2,116246,10,Pain Reliever
38629,1,116249,9,Magazine
38630,1,116249,9,Magazine
38631,2,116249,9,Shampoo
38632,1,116249,9,Candy Bar
38633,1,116249,9,Candy Bar
38634,1,116255,1,Bow
38635,2,116255,1,Bow
38636,1,116255,1,Shampoo
38637,1,116255,1,Shampoo
38638,1,116258,2,Shampoo
38639,1,116267,4,Photo Processing
38640,3,116267,4,Wrapping Paper
38641,1,116267,4,Magazine
38642,1,116267,4,Magazine
38643,1,116267,4,Magazine
38644,1,116267,4,Magazine
38645,3,116267,4,Shampoo
38646,1,116267,4,Shampoo
38647,1,116267,4,Pencils
38648,1,116267,4,Candy Bar
38649,1,116267,4,Candy Bar
38650,1,116267,4,Candy Bar
38651,1,116267,4,Candy Bar
38652,1,116270,1,Greeting Cards
38653,1,116270,1,Greeting Cards
38654,1,116270,1,Greeting Cards
38655,1,116270,1,Magazine
38656,1,116273,1,Perfume
38657,1,116276,4,Perfume
38658,1,116291,8,Magazine
38659,1,116303,7,Candy Bar
38660,1,116306,3,Perfume
38661,1,116306,3,Magazine
38662,1,116306,3,Magazine
38663,1,116306,3,Magazine
38664,1,116306,3,Candy Bar
38665,1,116306,3,Candy Bar
38666,1,116306,3,Candy Bar
38667,1,116312,1,Photo Processing
38668,2,116321,9,Pens
38669,7,116324,8,Pencils
38670,3,116324,8,Pencils
38671,3,116324,8,Pencils
38672,10,116324,8,Pencils
38673,4,116342,10,Perfume
38674,6,116345,2,Perfume
38675,4,116351,2,Candy Bar
38676,4,116351,2,Candy Bar
38677,4,116351,2,Candy Bar
38678,4,116351,2,Candy Bar
38679,4,116351,2,Greeting Cards
38680,4,116351,2,Magazine
38681,9,116354,10,Magazine
38682,17,116357,5,Toothpaste
38683,3,116360,6,Magazine
38684,3,116360,6,Perfume
38685,1,116369,4,Greeting Cards
38686,1,116369,4,Greeting Cards
38687,1,116369,4,Greeting Cards
38688,1,116369,4,Greeting Cards
38689,1,116369,4,Greeting Cards
38690,1,116369,4,Greeting Cards
38691,1,116369,4,Pencils
38692,1,116369,4,Pencils
38693,3,116372,4,Bow
